['601', '600', '599', '564', '529', '528', '493', '492', '527', '492', '493', '528', '529', '530', '531', '532', '497', '496', '497']
['599', '667', '566', '668', '567', '566', '566', '567', '633', '531', '668', '601', '667', '564', '666', '565', '566', '634', '669']
['566', '667', '666', '564', '565', '668', '566', '668', '566', '566', '599', '634', '633', '531', '669', '667', '601', '567', '567']
['667', '567', '566', '564', '668', '566', '599', '666', '669', '567', '634', '601', '531', '633', '566', '566', '565', '667', '668']
['531', '567', '564', '565', '601', '633', '669', '566', '668', '567', '599', '566', '634', '667', '667', '666', '566', '668', '566']
['668', '667', '564', '669', '567', '666', '667', '566', '566', '566', '634', '633', '566', '531', '668', '601', '567', '565', '599']
['667', '633', '634', '668', '669', '567', '567', '601', '566', '566', '566', '666', '564', '531', '668', '599', '565', '667', '566']
['667', '668', '666', '566', '667', '531', '567', '668', '566', '599', '633', '566', '567', '601', '566', '634', '564', '669', '565']
['668', '633', '564', '566', '566', '668', '566', '599', '666', '567', '531', '601', '634', '667', '565', '667', '669', '566', '567']
['566', '564', '601', '566', '668', '667', '566', '634', '668', '531', '567', '566', '567', '633', '669', '666', '667', '565', '599']
['718', '753', '718', '717', '716', '717', '682', '683', '684', '719', '754', '753', '718', '719', '718', '683', '684', '683', '682']
['719', '718', '716', '719', '682', '753', '684', '718', '754', '683', '753', '717', '683', '682', '684', '718', '718', '683', '717']
['682', '716', '753', '717', '718', '718', '682', '718', '754', '718', '719', '719', '753', '683', '684', '717', '683', '683', '684']
['718', '717', '717', '754', '683', '719', '716', '682', '683', '684', '718', '684', '753', '682', '683', '718', '718', '753', '719']
['719', '682', '718', '719', '753', '683', '682', '718', '717', '753', '716', '718', '683', '684', '754', '683', '718', '717', '684']
['684', '683', '682', '683', '717', '753', '753', '719', '682', '717', '684', '754', '683', '718', '716', '718', '719', '718', '718']
['719', '683', '717', '718', '682', '718', '716', '683', '718', '718', '684', '717', '753', '719', '683', '754', '753', '684', '682']
['683', '754', '719', '683', '684', '682', '683', '717', '717', '718', '682', '753', '684', '753', '716', '719', '718', '718', '718']
['718', '718', '682', '753', '719', '716', '683', '717', '718', '683', '719', '684', '754', '717', '682', '753', '683', '718', '684']
['753', '684', '683', '682', '718', '718', '719', '683', '682', '754', '719', '718', '717', '718', '753', '716', '717', '683', '684']
['753', '752', '753', '754', '755', '756', '721', '756', '791', '756', '791', '790', '825', '824', '789', '788', '753', '752', '751']
['755', '752', '789', '752', '753', '756', '756', '754', '788', '753', '791', '791', '756', '824', '825', '721', '751', '753', '790']
['790', '721', '752', '753', '825', '756', '756', '753', '755', '791', '824', '756', '751', '752', '753', '789', '791', '788', '754']
['753', '756', '824', '790', '788', '753', '721', '825', '752', '755', '756', '754', '789', '753', '791', '752', '751', '756', '791']
['752', '753', '756', '791', '755', '825', '721', '752', '756', '788', '751', '753', '789', '756', '824', '754', '790', '753', '791']
['791', '825', '790', '756', '753', '791', '824', '721', '756', '753', '751', '754', '752', '788', '756', '789', '752', '753', '755']
['753', '790', '752', '756', '756', '753', '755', '791', '791', '751', '752', '824', '788', '721', '825', '789', '754', '753', '756']
['752', '752', '824', '791', '756', '754', '790', '751', '755', '788', '756', '721', '756', '791', '753', '753', '825', '753', '789']
['751', '756', '753', '756', '789', '788', '790', '753', '791', '752', '824', '791', '755', '825', '754', '753', '721', '752', '756']
['825', '751', '756', '790', '752', '756', '791', '755', '721', '754', '753', '753', '789', '788', '824', '752', '753', '791', '756']
['366', '367', '366', '401', '366', '367', '332', '297', '262', '261', '226', '191', '226', '225', '260', '225', '226', '191', '190']
['260', '261', '225', '226', '297', '225', '367', '332', '191', '190', '366', '366', '367', '262', '401', '226', '191', '366', '226']
['260', '190', '226', '366', '332', '401', '191', '367', '225', '366', '261', '297', '225', '226', '366', '191', '226', '367', '262']
['367', '366', '191', '225', '367', '260', '226', '226', '190', '225', '366', '226', '261', '401', '332', '297', '262', '191', '366']
['366', '261', '191', '297', '225', '190', '191', '366', '366', '332', '262', '367', '225', '260', '226', '367', '401', '226', '226']
['367', '226', '262', '225', '401', '191', '366', '260', '297', '367', '225', '366', '366', '226', '226', '191', '332', '190', '261']
['225', '401', '226', '261', '190', '262', '260', '367', '366', '366', '332', '367', '225', '366', '226', '297', '191', '226', '191']
['261', '191', '332', '262', '366', '226', '226', '225', '225', '367', '401', '226', '190', '366', '297', '191', '367', '366', '260']
['332', '191', '367', '260', '401', '366', '225', '226', '367', '366', '297', '225', '226', '191', '190', '226', '262', '366', '261']
['262', '190', '260', '366', '366', '261', '366', '226', '191', '297', '367', '332', '226', '401', '225', '225', '367', '226', '191']
['677', '678', '643', '608', '573', '574', '539', '540', '575', '610', '609', '574', '609', '610', '645', '644', '609', '610', '645']
['645', '609', '645', '644', '610', '677', '539', '608', '573', '643', '609', '609', '610', '574', '575', '610', '678', '540', '574']
['574', '643', '610', '540', '573', '575', '678', '609', '610', '539', '645', '610', '677', '609', '609', '644', '645', '608', '574']
['645', '609', '609', '645', '610', '575', '573', '610', '574', '608', '644', '678', '540', '643', '539', '677', '610', '574', '609']
['573', '609', '610', '644', '574', '575', '610', '678', '677', '609', '643', '539', '540', '609', '610', '645', '574', '645', '608']
['609', '609', '610', '539', '540', '609', '608', '574', '677', '574', '644', '575', '610', '610', '645', '678', '645', '643', '573']
['539', '573', '610', '574', '574', '608', '610', '540', '609', '575', '645', '645', '678', '610', '609', '643', '677', '609', '644']
['609', '678', '610', '677', '609', '540', '645', '539', '575', '643', '645', '574', '644', '609', '573', '610', '610', '608', '574']
['609', '678', '573', '608', '610', '574', '644', '645', '609', '575', '610', '540', '574', '643', '645', '539', '610', '677', '609']
['609', '644', '574', '539', '540', '609', '678', '645', '645', '643', '575', '610', '609', '610', '574', '610', '608', '677', '573']
['688', '723', '758', '723', '758', '793', '792', '827', '828', '829', '828', '827', '828', '793', '828', '863', '862', '897', '862']
['827', '828', '828', '723', '793', '793', '862', '723', '688', '828', '862', '758', '829', '827', '758', '828', '792', '897', '863']
['723', '758', '793', '758', '828', '862', '792', '828', '828', '723', '688', '793', '829', '827', '863', '827', '897', '862', '828']
['793', '828', '723', '862', '828', '863', '723', '758', '829', '827', '758', '897', '688', '828', '793', '827', '828', '792', '862']
['758', '829', '828', '863', '688', '793', '723', '828', '828', '827', '828', '862', '792', '897', '758', '862', '793', '827', '723']
['828', '758', '897', '829', '862', '688', '758', '828', '828', '723', '827', '862', '793', '792', '793', '828', '827', '723', '863']
['793', '827', '862', '863', '828', '828', '862', '723', '688', '897', '827', '758', '792', '758', '828', '829', '723', '828', '793']
['758', '827', '723', '828', '863', '862', '828', '897', '688', '793', '862', '793', '827', '829', '828', '723', '828', '792', '758']
['828', '828', '723', '827', '897', '828', '827', '723', '828', '758', '688', '863', '829', '758', '862', '793', '792', '793', '862']
['828', '723', '758', '862', '827', '863', '792', '897', '827', '828', '723', '828', '793', '758', '828', '829', '793', '862', '688']
['754', '753', '752', '787', '822', '857', '858', '823', '822', '821', '856', '891', '856', '855', '856', '821', '822', '821', '786']
['856', '821', '823', '752', '822', '753', '856', '822', '786', '891', '787', '858', '857', '856', '855', '821', '821', '822', '754']
['821', '821', '856', '822', '753', '891', '855', '857', '858', '823', '856', '822', '856', '787', '822', '821', '786', '754', '752']
['857', '823', '753', '855', '752', '822', '821', '856', '786', '891', '858', '822', '787', '821', '856', '821', '822', '856', '754']
['823', '821', '858', '786', '752', '856', '822', '891', '821', '822', '821', '754', '753', '856', '822', '787', '856', '857', '855']
['822', '823', '857', '753', '891', '822', '821', '855', '822', '787', '858', '856', '856', '856', '821', '821', '786', '754', '752']
['822', '891', '821', '787', '858', '857', '855', '823', '754', '856', '752', '856', '822', '821', '821', '786', '856', '753', '822']
['856', '821', '891', '754', '856', '857', '823', '822', '786', '822', '858', '752', '821', '821', '856', '822', '753', '787', '855']
['822', '822', '891', '821', '754', '856', '822', '856', '753', '857', '823', '821', '786', '856', '787', '821', '858', '752', '855']
['822', '856', '752', '891', '821', '822', '753', '857', '754', '856', '822', '821', '821', '856', '823', '858', '786', '787', '855']
['721', '756', '757', '756', '791', '826', '791', '826', '827', '862', '897', '862', '897', '896', '931', '966', '965', '1000', '1001']
['897', '862', '965', '791', '756', '1001', '897', '756', '966', '826', '827', '721', '791', '1000', '862', '931', '757', '896', '826']
['827', '756', '757', '966', '791', '826', '1001', '1000', '862', '791', '897', '721', '897', '896', '756', '931', '862', '826', '965']
['757', '1000', '756', '896', '791', '721', '966', '965', '897', '826', '862', '862', '931', '897', '826', '827', '791', '1001', '756']
['896', '1001', '756', '791', '862', '1000', '931', '791', '826', '897', '897', '756', '965', '757', '827', '721', '966', '862', '826']
['1001', '896', '862', '897', '1000', '827', '965', '791', '756', '897', '862', '966', '721', '791', '756', '826', '826', '757', '931']
['721', '826', '826', '791', '965', '756', '862', '897', '896', '1000', '791', '757', '931', '827', '862', '756', '966', '897', '1001']
['826', '897', '897', '791', '721', '862', '757', '931', '966', '827', '862', '965', '1000', '791', '826', '756', '896', '756', '1001']
['791', '721', '826', '826', '931', '897', '791', '1001', '827', '862', '896', '862', '1000', '756', '756', '897', '757', '966', '965']
['897', '862', '1000', '756', '1001', '791', '826', '966', '721', '791', '896', '756', '897', '826', '827', '862', '931', '757', '965']
['724', '759', '758', '723', '724', '689', '688', '687', '652', '617', '652', '687', '652', '687', '652', '651', '650', '651', '650']
['724', '652', '687', '652', '651', '759', '652', '650', '687', '688', '650', '687', '723', '652', '758', '689', '651', '724', '617']
['652', '650', '723', '689', '759', '617', '687', '652', '652', '651', '652', '758', '688', '724', '687', '650', '651', '687', '724']
['652', '759', '723', '651', '617', '652', '688', '687', '689', '650', '650', '652', '758', '724', '687', '651', '687', '724', '652']
['652', '652', '651', '758', '724', '652', '651', '724', '687', '759', '652', '617', '650', '650', '723', '688', '687', '689', '687']
['724', '687', '758', '688', '687', '759', '650', '651', '650', '652', '652', '651', '617', '652', '689', '652', '724', '687', '723']
['759', '652', '687', '652', '650', '687', '617', '724', '687', '652', '650', '758', '688', '689', '724', '723', '651', '651', '652']
['652', '652', '724', '650', '617', '651', '687', '688', '650', '651', '758', '652', '652', '724', '689', '687', '723', '759', '687']
['650', '651', '652', '687', '617', '652', '724', '652', '650', '687', '759', '724', '687', '652', '651', '723', '758', '688', '689']
['723', '652', '650', '724', '759', '617', '758', '650', '652', '689', '651', '687', '687', '652', '724', '687', '652', '688', '651']
['755', '720', '719', '718', '683', '718', '717', '718', '719', '718', '717', '718', '683', '684', '649', '650', '649', '684', '649']
['649', '649', '649', '718', '717', '683', '718', '683', '717', '718', '719', '718', '684', '755', '720', '719', '684', '718', '650']
['720', '684', '683', '684', '719', '649', '650', '718', '718', '717', '649', '755', '718', '718', '683', '717', '718', '719', '649']
['650', '718', '683', '718', '683', '718', '684', '649', '718', '720', '755', '719', '649', '684', '649', '717', '717', '719', '718']
['720', '718', '755', '718', '718', '684', '649', '649', '718', '683', '650', '717', '718', '649', '683', '717', '719', '684', '719']
['718', '684', '720', '718', '717', '649', '717', '718', '650', '755', '718', '649', '684', '683', '683', '719', '719', '649', '718']
['683', '683', '718', '717', '650', '718', '649', '719', '717', '720', '718', '755', '719', '649', '649', '718', '684', '718', '684']
['718', '719', '683', '755', '720', '649', '718', '650', '684', '718', '684', '718', '683', '719', '717', '649', '649', '718', '717']
['683', '650', '718', '649', '718', '649', '718', '720', '684', '717', '719', '718', '683', '755', '649', '718', '719', '717', '684']
['719', '719', '649', '718', '684', '650', '718', '649', '720', '683', '684', '755', '717', '718', '683', '717', '718', '718', '649']
['719', '718', '683', '682', '717', '716', '681', '646', '647', '646', '645', '610', '611', '576', '575', '574', '609', '610', '609']
['609', '574', '683', '610', '609', '576', '645', '717', '575', '610', '646', '719', '611', '716', '647', '718', '646', '682', '681']
['610', '574', '718', '609', '645', '717', '716', '646', '611', '576', '575', '610', '682', '646', '719', '647', '609', '681', '683']
['646', '647', '719', '609', '646', '575', '574', '610', '576', '681', '611', '609', '610', '716', '682', '717', '683', '645', '718']
['645', '647', '610', '609', '611', '681', '718', '683', '646', '575', '719', '609', '717', '576', '682', '610', '716', '574', '646']
['716', '718', '683', '609', '646', '717', '719', '647', '682', '611', '610', '681', '610', '575', '609', '574', '576', '646', '645']
['574', '718', '717', '716', '683', '645', '611', '681', '719', '647', '609', '576', '609', '646', '682', '646', '610', '610', '575']
['683', '645', '717', '647', '681', '609', '576', '611', '716', '646', '610', '718', '719', '646', '609', '682', '610', '575', '574']
['576', '682', '609', '646', '717', '646', '716', '609', '611', '683', '574', '575', '610', '645', '647', '718', '719', '610', '681']
['610', '645', '683', '610', '646', '646', '681', '717', '576', '611', '719', '716', '609', '609', '574', '647', '682', '718', '575']
['637', '672', '637', '672', '637', '638', '639', '638', '639', '638', '673', '638', '637', '602', '601', '600', '565', '600', '635']
['635', '637', '637', '672', '639', '638', '600', '638', '601', '639', '600', '602', '672', '673', '637', '565', '638', '637', '638']
['673', '601', '637', '638', '639', '638', '672', '600', '635', '637', '637', '672', '638', '639', '602', '638', '565', '637', '600']
['637', '638', '600', '673', '639', '638', '637', '602', '639', '601', '638', '637', '600', '638', '635', '637', '565', '672', '672']
['638', '672', '673', '600', '600', '639', '638', '637', '638', '637', '637', '637', '602', '601', '635', '672', '639', '565', '638']
['672', '601', '639', '672', '638', '600', '637', '639', '565', '635', '638', '673', '637', '637', '600', '602', '637', '638', '638']
['637', '637', '639', '639', '638', '672', '672', '602', '637', '601', '635', '637', '638', '600', '638', '600', '565', '673', '638']
['672', '672', '602', '638', '638', '565', '639', '638', '638', '673', '637', '600', '637', '637', '635', '637', '600', '601', '639']
['672', '635', '638', '565', '672', '601', '637', '602', '638', '637', '600', '639', '600', '673', '639', '637', '638', '638', '637']
['637', '638', '602', '637', '637', '638', '635', '600', '638', '600', '639', '637', '639', '672', '565', '601', '638', '673', '672']
['724', '759', '724', '759', '760', '761', '762', '763', '728', '693', '694', '659', '694', '693', '694', '659', '694', '693', '694']
['694', '659', '724', '693', '693', '724', '763', '759', '759', '728', '659', '694', '694', '694', '762', '760', '693', '761', '694']
['694', '759', '659', '763', '762', '724', '761', '694', '759', '693', '724', '694', '693', '728', '760', '693', '694', '694', '659']
['760', '759', '694', '694', '694', '724', '762', '693', '659', '693', '694', '759', '728', '694', '724', '763', '693', '659', '761']
['694', '694', '659', '724', '693', '694', '728', '693', '724', '694', '694', '763', '761', '759', '659', '693', '759', '762', '760']
['694', '693', '724', '694', '761', '694', '760', '759', '693', '659', '659', '762', '694', '724', '763', '728', '694', '693', '759']
['724', '760', '759', '659', '724', '759', '694', '694', '693', '728', '693', '694', '763', '659', '761', '762', '693', '694', '694']
['693', '760', '693', '694', '762', '693', '659', '759', '728', '694', '761', '724', '759', '724', '694', '694', '694', '763', '659']
['694', '728', '693', '759', '763', '694', '760', '694', '724', '762', '694', '759', '694', '693', '761', '724', '659', '659', '693']
['694', '759', '659', '728', '694', '694', '693', '761', '693', '760', '659', '759', '763', '762', '694', '694', '724', '693', '724']
['717', '716', '715', '714', '679', '714', '713', '678', '713', '712', '677', '676', '675', '674', '673', '638', '639', '604', '605']
['678', '675', '712', '604', '673', '677', '676', '674', '679', '639', '638', '713', '713', '716', '714', '715', '605', '714', '717']
['676', '605', '678', '715', '638', '713', '712', '675', '714', '674', '713', '604', '714', '677', '673', '717', '716', '639', '679']
['638', '714', '639', '676', '713', '713', '717', '675', '678', '604', '673', '716', '715', '674', '677', '714', '712', '679', '605']
['713', '673', '713', '676', '717', '638', '712', '674', '715', '714', '605', '675', '677', '639', '716', '679', '604', '714', '678']
['715', '679', '674', '714', '605', '678', '712', '713', '717', '676', '604', '675', '716', '713', '677', '714', '638', '673', '639']
['639', '675', '712', '714', '679', '717', '676', '716', '715', '605', '673', '713', '677', '713', '714', '604', '638', '674', '678']
['677', '673', '714', '715', '713', '604', '638', '674', '639', '714', '679', '712', '717', '716', '713', '678', '605', '675', '676']
['674', '677', '638', '676', '714', '715', '679', '717', '714', '713', '712', '716', '639', '678', '604', '605', '675', '713', '673']
['639', '713', '714', '716', '604', '679', '605', '676', '673', '677', '714', '678', '717', '675', '674', '638', '712', '715', '713']
['650', '649', '684', '649', '650', '651', '650', '649', '650', '615', '616', '615', '650', '615', '616', '581', '616', '617', '582']
['582', '615', '684', '650', '649', '650', '649', '615', '650', '650', '617', '650', '651', '581', '616', '615', '649', '616', '616']
['649', '582', '650', '649', '650', '616', '684', '616', '649', '581', '616', '617', '615', '615', '615', '650', '650', '651', '650']
['582', '650', '615', '616', '616', '650', '649', '650', '650', '617', '650', '649', '684', '651', '615', '649', '581', '616', '615']
['616', '616', '582', '650', '615', '581', '616', '650', '650', '649', '615', '615', '651', '649', '650', '649', '684', '650', '617']
['616', '582', '616', '615', '615', '649', '649', '615', '616', '651', '617', '650', '650', '650', '650', '684', '581', '649', '650']
['581', '615', '650', '649', '650', '651', '616', '684', '649', '615', '616', '617', '616', '650', '650', '650', '582', '649', '615']
['650', '615', '649', '616', '650', '615', '650', '650', '617', '649', '615', '582', '616', '650', '581', '651', '684', '649', '616']
['616', '650', '615', '650', '684', '650', '651', '649', '616', '615', '581', '615', '650', '649', '617', '616', '649', '582', '650']
['615', '651', '649', '684', '650', '616', '650', '649', '582', '650', '649', '616', '615', '581', '650', '616', '650', '615', '617']
['545', '510', '511', '546', '581', '616', '615', '650', '651', '652', '653', '652', '653', '618', '619', '620', '619', '618', '583']
['619', '653', '619', '511', '652', '650', '546', '545', '510', '620', '583', '615', '652', '581', '618', '616', '653', '651', '618']
['619', '618', '511', '510', '619', '653', '652', '545', '653', '616', '652', '618', '650', '583', '620', '651', '546', '581', '615']
['510', '652', '620', '618', '545', '651', '546', '619', '581', '650', '618', '583', '652', '616', '653', '615', '653', '619', '511']
['650', '651', '510', '652', '615', '652', '581', '618', '618', '616', '620', '545', '546', '653', '583', '619', '511', '619', '653']
['583', '545', '511', '653', '620', '619', '618', '510', '651', '546', '619', '652', '618', '653', '650', '615', '652', '581', '616']
['618', '615', '583', '652', '545', '651', '616', '620', '581', '619', '650', '546', '652', '619', '510', '653', '653', '618', '511']
['620', '652', '653', '653', '546', '618', '581', '511', '545', '510', '618', '619', '583', '652', '619', '650', '615', '651', '616']
['652', '653', '650', '616', '510', '618', '581', '652', '583', '620', '511', '546', '615', '653', '545', '651', '618', '619', '619']
['653', '652', '546', '652', '651', '616', '511', '619', '581', '615', '619', '618', '653', '583', '545', '618', '510', '620', '650']
['611', '612', '577', '542', '543', '508', '509', '544', '545', '544', '543', '508', '543', '508', '543', '508', '507', '472', '507']
['544', '545', '612', '507', '472', '509', '543', '543', '611', '543', '543', '577', '508', '508', '542', '508', '507', '544', '508']
['509', '507', '508', '543', '577', '542', '508', '612', '544', '543', '545', '544', '472', '543', '611', '508', '507', '508', '543']
['508', '508', '508', '472', '508', '544', '507', '509', '507', '611', '543', '543', '544', '577', '545', '542', '543', '612', '543']
['472', '545', '507', '508', '544', '543', '508', '509', '577', '508', '542', '543', '543', '543', '544', '507', '611', '612', '508']
['508', '508', '543', '544', '508', '612', '577', '508', '542', '509', '611', '545', '543', '544', '507', '507', '543', '543', '472']
['508', '543', '544', '509', '507', '543', '543', '611', '544', '472', '543', '612', '545', '508', '508', '508', '542', '507', '577']
['543', '508', '543', '577', '508', '544', '542', '612', '507', '507', '508', '472', '611', '508', '543', '543', '509', '544', '545']
['508', '611', '612', '472', '507', '542', '544', '543', '544', '577', '508', '545', '543', '507', '543', '509', '508', '543', '508']
['544', '508', '542', '577', '543', '508', '543', '612', '507', '543', '472', '508', '545', '543', '544', '611', '508', '507', '509']
['432', '431', '432', '467', '466', '431', '396', '397', '398', '363', '364', '363', '362', '363', '364', '363', '362', '361', '360']
['364', '467', '363', '363', '397', '396', '431', '362', '466', '431', '361', '364', '432', '432', '398', '363', '363', '362', '360']
['431', '362', '363', '364', '467', '363', '362', '396', '361', '363', '431', '432', '364', '360', '397', '363', '398', '466', '432']
['361', '396', '431', '362', '432', '431', '466', '363', '432', '363', '363', '364', '363', '398', '397', '360', '362', '467', '364']
['398', '363', '362', '361', '362', '431', '466', '396', '432', '363', '364', '467', '360', '432', '363', '397', '363', '431', '364']
['398', '362', '364', '363', '397', '467', '363', '363', '432', '466', '432', '431', '431', '364', '396', '360', '363', '361', '362']
['397', '363', '467', '432', '431', '360', '398', '466', '362', '364', '432', '431', '363', '364', '396', '363', '363', '361', '362']
['361', '363', '432', '397', '360', '432', '364', '431', '467', '363', '364', '363', '466', '362', '363', '398', '396', '362', '431']
['364', '363', '360', '362', '364', '398', '432', '467', '361', '397', '363', '466', '363', '432', '363', '396', '431', '362', '431']
['467', '396', '362', '466', '432', '431', '363', '360', '364', '432', '397', '398', '431', '364', '363', '361', '362', '363', '363']
['685', '686', '685', '686', '687', '686', '687', '688', '653', '688', '723', '688', '687', '688', '653', '688', '723', '724', '723']
['687', '723', '723', '723', '653', '688', '688', '686', '724', '687', '653', '685', '688', '688', '685', '686', '686', '688', '687']
['688', '685', '653', '685', '688', '687', '724', '686', '723', '653', '688', '688', '723', '687', '687', '688', '723', '686', '686']
['653', '686', '687', '723', '723', '723', '685', '688', '688', '686', '687', '687', '724', '688', '688', '685', '688', '653', '686']
['685', '688', '686', '686', '723', '688', '688', '687', '653', '653', '685', '723', '686', '688', '723', '688', '687', '724', '687']
['687', '688', '688', '686', '686', '687', '723', '688', '688', '723', '724', '685', '688', '687', '723', '653', '653', '686', '685']
['653', '686', '723', '686', '687', '723', '724', '723', '687', '688', '685', '688', '687', '653', '685', '688', '688', '686', '688']
['686', '687', '688', '724', '653', '688', '723', '687', '688', '723', '685', '686', '687', '688', '686', '723', '688', '653', '685']
['688', '687', '653', '723', '685', '686', '685', '688', '688', '687', '724', '686', '723', '687', '686', '653', '688', '723', '688']
['687', '723', '724', '686', '687', '686', '723', '685', '653', '687', '723', '686', '688', '688', '688', '685', '653', '688', '688']
['266', '265', '266', '231', '232', '233', '268', '303', '268', '303', '302', '301', '266', '231', '232', '267', '232', '197', '232']
['268', '268', '232', '302', '197', '266', '232', '233', '303', '232', '265', '232', '303', '266', '301', '267', '231', '231', '266']
['268', '303', '266', '231', '232', '197', '232', '232', '265', '266', '266', '233', '302', '231', '232', '267', '303', '301', '268']
['303', '268', '266', '266', '197', '233', '232', '231', '266', '265', '267', '303', '232', '301', '268', '232', '231', '302', '232']
['266', '303', '303', '232', '231', '233', '232', '232', '268', '265', '266', '268', '231', '266', '267', '301', '197', '232', '302']
['267', '232', '302', '268', '197', '231', '231', '303', '266', '233', '232', '266', '232', '303', '268', '266', '232', '265', '301']
['268', '268', '303', '232', '265', '232', '266', '197', '301', '232', '267', '302', '266', '303', '233', '232', '266', '231', '231']
['197', '267', '301', '303', '232', '232', '266', '232', '231', '231', '232', '303', '266', '302', '268', '266', '265', '233', '268']
['231', '197', '267', '232', '266', '303', '232', '303', '268', '266', '233', '268', '302', '265', '232', '301', '266', '231', '232']
['197', '302', '231', '265', '268', '266', '266', '231', '232', '232', '303', '266', '303', '233', '268', '232', '232', '301', '267']
