['2050', '2085', '2086', '2085', '2086', '2087', '2088', '2087', '2088', '2089', '2054', '2055', '2054', '2053', '2054', '2089', '2090', '2055', '2054', '2019']
['2120', '2154', '2155', '2155', '2082', '2083', '2156', '2154', '2118', '2190', '2156', '2155', '2119', '2155', '2155', '2085', '2118', '2120', '2155', '2083']
['2119', '2083', '2154', '2155', '2155', '2118', '2156', '2155', '2190', '2156', '2085', '2155', '2154', '2155', '2120', '2120', '2083', '2155', '2082', '2118']
['2154', '2155', '2083', '2156', '2083', '2082', '2118', '2155', '2120', '2085', '2118', '2155', '2155', '2154', '2120', '2155', '2190', '2155', '2119', '2156']
['2085', '2156', '2118', '2120', '2155', '2155', '2155', '2154', '2083', '2082', '2155', '2156', '2155', '2083', '2120', '2190', '2119', '2154', '2155', '2118']
['2155', '2190', '2083', '2085', '2154', '2118', '2156', '2120', '2155', '2156', '2082', '2154', '2083', '2119', '2155', '2120', '2155', '2155', '2155', '2118']
['2082', '2155', '2155', '2119', '2155', '2085', '2156', '2154', '2190', '2118', '2156', '2120', '2155', '2120', '2154', '2155', '2118', '2083', '2083', '2155']
['2155', '2154', '2118', '2083', '2155', '2190', '2156', '2156', '2082', '2120', '2119', '2155', '2155', '2083', '2155', '2120', '2118', '2085', '2154', '2155']
['2156', '2082', '2120', '2156', '2118', '2118', '2155', '2120', '2154', '2083', '2190', '2155', '2085', '2155', '2154', '2155', '2083', '2119', '2155', '2155']
['1947', '1912', '1947', '1912', '1911', '1876', '1841', '1876', '1877', '1876', '1875', '1876', '1911', '1912', '1911', '1912', '1877', '1912', '1913', '1914']
['1911', '1877', '1947', '1911', '1912', '1913', '1912', '1877', '1947', '1841', '1876', '1912', '1876', '1912', '1911', '1876', '1876', '1875', '1914', '1912']
['1876', '1911', '1911', '1911', '1912', '1876', '1912', '1841', '1876', '1912', '1877', '1875', '1912', '1947', '1876', '1877', '1947', '1913', '1912', '1914']
['1876', '1911', '1841', '1914', '1912', '1947', '1947', '1911', '1912', '1913', '1876', '1877', '1877', '1911', '1912', '1876', '1876', '1912', '1912', '1875']
['1912', '1911', '1911', '1876', '1875', '1876', '1876', '1912', '1912', '1947', '1877', '1913', '1914', '1877', '1912', '1876', '1841', '1911', '1947', '1912']
['1876', '1913', '1914', '1841', '1876', '1912', '1877', '1911', '1912', '1947', '1877', '1911', '1876', '1947', '1876', '1912', '1912', '1911', '1875', '1912']
['1913', '1947', '1876', '1876', '1876', '1912', '1914', '1911', '1911', '1841', '1876', '1911', '1947', '1877', '1912', '1912', '1912', '1912', '1877', '1875']
['1912', '1876', '1876', '1877', '1947', '1876', '1911', '1877', '1913', '1911', '1912', '1841', '1912', '1911', '1875', '1876', '1947', '1912', '1914', '1912']
['1913', '1912', '1912', '1911', '1912', '1876', '1947', '1877', '1912', '1876', '1911', '1947', '1912', '1875', '1914', '1841', '1876', '1876', '1911', '1877']
['1914', '1947', '1912', '1875', '1911', '1877', '1911', '1876', '1876', '1912', '1876', '1913', '1947', '1841', '1912', '1912', '1911', '1877', '1876', '1912']
['1882', '1917', '1916', '1951', '1950', '1915', '1916', '1917', '1952', '1987', '1986', '1987', '2022', '2057', '2056', '2021', '2020', '2055', '2054', '2019']
['2056', '1916', '2054', '1916', '1882', '1915', '1987', '1917', '1950', '2021', '2020', '1952', '2022', '1917', '2055', '1987', '1951', '2019', '1986', '2057']
['2055', '2054', '2020', '1917', '1987', '2022', '1987', '1950', '1916', '2021', '1917', '1952', '1951', '2019', '2056', '1916', '1986', '2057', '1882', '1915']
['1917', '1987', '1987', '2055', '1915', '1916', '2054', '2019', '2057', '2056', '1882', '1950', '2021', '1917', '1952', '2020', '1986', '2022', '1951', '1916']
['1916', '2021', '1917', '1987', '2057', '1951', '2019', '1915', '2022', '1986', '2020', '1882', '2054', '1917', '1916', '1987', '2055', '1952', '2056', '1950']
['1951', '2020', '2054', '1916', '1917', '1987', '2021', '1987', '2056', '1916', '2019', '1952', '1917', '2022', '1882', '1950', '1915', '2055', '1986', '2057']
['1987', '2054', '1951', '2055', '2020', '1882', '1987', '2057', '1917', '1915', '1917', '2056', '1986', '2022', '2019', '1916', '1916', '1950', '2021', '1952']
['1950', '1952', '2054', '1915', '2021', '1916', '2057', '1917', '1951', '1882', '1917', '2022', '2019', '2056', '2020', '1916', '1987', '1986', '1987', '2055']
['2057', '2055', '1916', '1915', '1986', '1916', '1987', '1987', '2056', '1952', '1950', '1951', '2019', '2021', '2020', '1917', '2054', '2022', '1917', '1882']
['2019', '2056', '2020', '1987', '1915', '1950', '2022', '2054', '2057', '1882', '2055', '1987', '1951', '1916', '1952', '1917', '1916', '1917', '2021', '1986']
['1603', '1602', '1603', '1638', '1639', '1640', '1639', '1674', '1675', '1710', '1709', '1710', '1711', '1676', '1711', '1746', '1745', '1746', '1781', '1816']
['1639', '1602', '1746', '1603', '1710', '1639', '1676', '1816', '1709', '1711', '1603', '1745', '1781', '1675', '1640', '1638', '1711', '1674', '1710', '1746']
['1676', '1675', '1709', '1746', '1711', '1639', '1711', '1603', '1746', '1639', '1745', '1638', '1603', '1674', '1602', '1781', '1640', '1710', '1816', '1710']
['1745', '1603', '1711', '1746', '1639', '1674', '1603', '1676', '1781', '1602', '1638', '1746', '1710', '1710', '1675', '1640', '1639', '1711', '1816', '1709']
['1638', '1746', '1816', '1781', '1711', '1674', '1709', '1676', '1639', '1603', '1745', '1746', '1710', '1710', '1711', '1675', '1603', '1602', '1640', '1639']
['1710', '1816', '1638', '1639', '1639', '1603', '1674', '1640', '1745', '1746', '1603', '1676', '1602', '1675', '1746', '1710', '1711', '1709', '1781', '1711']
['1602', '1710', '1709', '1746', '1710', '1603', '1675', '1676', '1711', '1640', '1711', '1639', '1816', '1745', '1603', '1639', '1781', '1638', '1746', '1674']
['1745', '1676', '1603', '1639', '1711', '1746', '1746', '1602', '1781', '1603', '1711', '1639', '1675', '1710', '1674', '1709', '1816', '1710', '1640', '1638']
['1675', '1603', '1639', '1603', '1602', '1746', '1710', '1816', '1640', '1745', '1710', '1674', '1638', '1709', '1711', '1711', '1676', '1781', '1746', '1639']
['1709', '1746', '1639', '1781', '1640', '1676', '1745', '1603', '1639', '1674', '1710', '1602', '1746', '1710', '1675', '1711', '1603', '1816', '1638', '1711']
['1949', '1948', '1983', '1982', '2017', '2018', '2017', '2018', '2017', '1982', '2017', '2018', '2019', '2020', '2055', '2020', '2019', '2054', '2019', '2018']
['2019', '2018', '2018', '2019', '2020', '1982', '1948', '2017', '2020', '2018', '2019', '1982', '2018', '2054', '2017', '1949', '2017', '2055', '2017', '1983']
['2019', '1949', '2054', '2017', '2018', '1982', '2017', '1983', '2018', '2055', '2018', '1948', '2017', '2020', '2020', '2018', '2017', '1982', '2019', '2019']
['2017', '2018', '2018', '2020', '2018', '2017', '2017', '2019', '2019', '2055', '2017', '1982', '1983', '2018', '2054', '1949', '2020', '1982', '1948', '2019']
['2017', '2017', '2019', '2020', '1949', '1948', '2017', '2019', '2054', '1983', '1982', '2018', '2018', '2019', '2018', '2020', '2018', '1982', '2055', '2017']
['2018', '2017', '1983', '2055', '2019', '2054', '2018', '2019', '1948', '2017', '1982', '2019', '1982', '2020', '1949', '2017', '2020', '2018', '2018', '2017']
['1983', '2019', '2020', '2019', '2017', '2017', '2054', '2018', '2055', '2019', '2020', '2017', '1948', '2018', '1949', '2017', '1982', '1982', '2018', '2018']
['2019', '2018', '1983', '1948', '2017', '2018', '1949', '2019', '2018', '2019', '2017', '2017', '2020', '2055', '1982', '2020', '2017', '2018', '1982', '2054']
['2017', '2019', '2054', '1949', '2018', '2017', '2018', '1982', '2055', '2017', '2019', '2020', '2019', '2020', '2018', '1982', '2018', '1948', '1983', '2017']
['2054', '2018', '2018', '1948', '2017', '2020', '2019', '2019', '1983', '1982', '1982', '1949', '2017', '2020', '2019', '2017', '2055', '2018', '2017', '2018']
['2140', '2141', '2140', '2105', '2070', '2035', '2034', '2069', '2068', '2069', '2034', '1999', '2000', '1965', '1966', '1931', '1930', '1929', '1964', '1999']
['1931', '1999', '2070', '2140', '2069', '1965', '1929', '2069', '2035', '2000', '2105', '2034', '1999', '2141', '1964', '1966', '2068', '2140', '1930', '2034']
['2034', '2105', '2140', '2000', '1931', '2070', '1999', '2068', '1964', '1999', '2140', '2141', '2069', '2069', '2034', '1929', '1965', '1966', '1930', '2035']
['2069', '2035', '2140', '1966', '2069', '2141', '1999', '2105', '2034', '2034', '1965', '2140', '2068', '1964', '1931', '1999', '2070', '1929', '1930', '2000']
['1964', '2140', '2000', '2140', '2034', '2105', '2034', '1930', '2035', '2070', '1931', '1966', '1965', '2068', '2069', '1999', '2069', '1929', '1999', '2141']
['1929', '2105', '1999', '2140', '2034', '2069', '2068', '1965', '2141', '1931', '1964', '1930', '2000', '1999', '2069', '2034', '1966', '2140', '2035', '2070']
['1964', '2069', '2034', '1929', '2105', '2069', '1999', '2141', '1999', '2068', '2070', '1930', '1931', '1966', '1965', '2140', '2140', '2034', '2000', '2035']
['1964', '2034', '2069', '1999', '2140', '1966', '2069', '2105', '2000', '2068', '2035', '2140', '1965', '2034', '2141', '1929', '1931', '1930', '2070', '1999']
['2140', '2140', '1966', '2035', '2069', '1964', '1931', '2141', '1930', '2070', '2034', '2068', '2000', '1999', '2105', '1965', '1999', '2069', '1929', '2034']
['2070', '2069', '2000', '2140', '2035', '1999', '2069', '1965', '1929', '1966', '2068', '2141', '2034', '1930', '2140', '1931', '1999', '2034', '1964', '2105']
['1779', '1744', '1779', '1744', '1709', '1744', '1709', '1744', '1779', '1780', '1781', '1782', '1781', '1780', '1779', '1778', '1743', '1778', '1779', '1780']
['1779', '1744', '1779', '1709', '1744', '1780', '1779', '1778', '1743', '1780', '1779', '1778', '1781', '1780', '1744', '1744', '1709', '1779', '1781', '1782']
['1780', '1781', '1780', '1779', '1779', '1778', '1744', '1779', '1744', '1781', '1709', '1778', '1779', '1780', '1779', '1782', '1743', '1709', '1744', '1744']
['1743', '1780', '1780', '1709', '1780', '1778', '1779', '1744', '1781', '1778', '1779', '1744', '1782', '1709', '1779', '1744', '1779', '1781', '1779', '1744']
['1780', '1779', '1743', '1780', '1778', '1744', '1780', '1779', '1744', '1782', '1779', '1744', '1781', '1781', '1709', '1778', '1779', '1744', '1779', '1709']
['1744', '1743', '1779', '1780', '1779', '1780', '1778', '1744', '1778', '1782', '1779', '1781', '1744', '1744', '1780', '1709', '1709', '1779', '1779', '1781']
['1782', '1778', '1780', '1780', '1780', '1744', '1778', '1779', '1744', '1781', '1709', '1744', '1779', '1709', '1779', '1781', '1779', '1779', '1743', '1744']
['1780', '1779', '1744', '1744', '1778', '1743', '1709', '1744', '1780', '1744', '1779', '1781', '1779', '1709', '1778', '1782', '1779', '1781', '1780', '1779']
['1744', '1743', '1744', '1709', '1779', '1779', '1781', '1779', '1744', '1778', '1779', '1744', '1780', '1778', '1782', '1709', '1779', '1780', '1780', '1781']
['1743', '1780', '1779', '1779', '1744', '1709', '1782', '1709', '1744', '1778', '1744', '1779', '1778', '1781', '1781', '1780', '1744', '1779', '1779', '1780']
['1748', '1747', '1782', '1817', '1782', '1747', '1746', '1745', '1780', '1745', '1710', '1711', '1710', '1711', '1710', '1675', '1676', '1677', '1712', '1747']
['1745', '1817', '1747', '1710', '1747', '1782', '1747', '1748', '1677', '1675', '1711', '1782', '1780', '1746', '1711', '1710', '1712', '1676', '1710', '1745']
['1780', '1747', '1710', '1676', '1745', '1710', '1677', '1711', '1748', '1711', '1745', '1747', '1710', '1675', '1712', '1817', '1782', '1746', '1782', '1747']
['1675', '1746', '1745', '1745', '1712', '1710', '1748', '1780', '1710', '1747', '1711', '1676', '1782', '1747', '1710', '1677', '1747', '1782', '1817', '1711']
['1780', '1782', '1817', '1711', '1675', '1710', '1747', '1782', '1746', '1745', '1710', '1747', '1748', '1676', '1747', '1711', '1712', '1677', '1710', '1745']
['1748', '1710', '1745', '1711', '1712', '1747', '1782', '1710', '1711', '1746', '1745', '1747', '1676', '1747', '1780', '1710', '1677', '1675', '1782', '1817']
['1747', '1677', '1710', '1747', '1748', '1745', '1711', '1817', '1710', '1711', '1782', '1780', '1675', '1676', '1712', '1747', '1710', '1745', '1782', '1746']
['1747', '1748', '1745', '1817', '1710', '1711', '1711', '1677', '1745', '1676', '1780', '1746', '1712', '1782', '1747', '1710', '1782', '1747', '1710', '1675']
['1747', '1745', '1747', '1782', '1780', '1712', '1782', '1710', '1817', '1747', '1676', '1711', '1710', '1745', '1677', '1748', '1675', '1710', '1711', '1746']
['1710', '1711', '1782', '1711', '1746', '1817', '1745', '1710', '1747', '1782', '1747', '1780', '1677', '1747', '1712', '1676', '1748', '1710', '1745', '1675']
['1837', '1872', '1837', '1802', '1767', '1766', '1731', '1766', '1731', '1730', '1765', '1730', '1695', '1696', '1695', '1694', '1729', '1764', '1799', '1800']
['1872', '1731', '1837', '1694', '1802', '1800', '1767', '1731', '1695', '1766', '1766', '1730', '1695', '1799', '1765', '1730', '1837', '1696', '1729', '1764']
['1800', '1766', '1764', '1694', '1802', '1731', '1695', '1837', '1695', '1729', '1730', '1799', '1696', '1872', '1767', '1765', '1731', '1730', '1766', '1837']
['1800', '1765', '1837', '1696', '1731', '1764', '1695', '1766', '1730', '1729', '1766', '1837', '1872', '1767', '1799', '1731', '1802', '1694', '1695', '1730']
['1766', '1837', '1837', '1731', '1765', '1694', '1802', '1729', '1872', '1800', '1799', '1696', '1766', '1767', '1730', '1730', '1764', '1695', '1731', '1695']
['1730', '1802', '1765', '1764', '1872', '1730', '1766', '1767', '1731', '1800', '1837', '1696', '1799', '1729', '1837', '1694', '1731', '1695', '1695', '1766']
['1837', '1694', '1765', '1800', '1696', '1766', '1767', '1729', '1731', '1764', '1799', '1695', '1802', '1695', '1837', '1731', '1730', '1730', '1872', '1766']
['1765', '1764', '1767', '1694', '1766', '1729', '1696', '1695', '1731', '1802', '1799', '1800', '1695', '1837', '1872', '1837', '1766', '1730', '1730', '1731']
['1800', '1837', '1802', '1766', '1730', '1764', '1837', '1766', '1695', '1730', '1729', '1872', '1799', '1696', '1695', '1731', '1731', '1767', '1765', '1694']
['1764', '1766', '1694', '1730', '1837', '1767', '1872', '1802', '1799', '1729', '1766', '1695', '1730', '1837', '1731', '1696', '1695', '1731', '1765', '1800']
['1736', '1701', '1666', '1667', '1666', '1667', '1668', '1669', '1668', '1669', '1634', '1669', '1668', '1667', '1702', '1667', '1702', '1737', '1736', '1701']
['1667', '1702', '1667', '1736', '1668', '1669', '1634', '1701', '1667', '1701', '1666', '1737', '1669', '1702', '1668', '1667', '1666', '1668', '1736', '1669']
['1669', '1668', '1701', '1666', '1667', '1668', '1669', '1702', '1701', '1669', '1667', '1668', '1737', '1736', '1667', '1666', '1736', '1634', '1667', '1702']
['1669', '1667', '1702', '1666', '1668', '1669', '1737', '1668', '1666', '1634', '1669', '1701', '1736', '1701', '1667', '1736', '1667', '1668', '1667', '1702']
['1669', '1737', '1669', '1702', '1667', '1668', '1666', '1701', '1667', '1668', '1736', '1634', '1701', '1669', '1666', '1702', '1667', '1736', '1668', '1667']
['1669', '1736', '1666', '1669', '1701', '1736', '1737', '1666', '1668', '1668', '1634', '1702', '1701', '1667', '1669', '1668', '1667', '1667', '1667', '1702']
['1702', '1667', '1667', '1667', '1701', '1666', '1667', '1737', '1669', '1736', '1668', '1736', '1666', '1634', '1668', '1669', '1701', '1702', '1669', '1668']
['1668', '1736', '1702', '1669', '1737', '1666', '1668', '1668', '1701', '1736', '1667', '1669', '1666', '1667', '1701', '1634', '1667', '1702', '1669', '1667']
['1667', '1736', '1701', '1666', '1669', '1737', '1666', '1736', '1702', '1634', '1667', '1668', '1669', '1702', '1668', '1701', '1667', '1667', '1669', '1668']
['1702', '1667', '1669', '1701', '1737', '1667', '1667', '1736', '1634', '1667', '1668', '1701', '1666', '1668', '1736', '1666', '1668', '1702', '1669', '1669']
['1703', '1702', '1703', '1704', '1705', '1704', '1705', '1740', '1741', '1706', '1707', '1742', '1743', '1744', '1779', '1814', '1779', '1780', '1745', '1744']
['1779', '1744', '1743', '1705', '1705', '1704', '1703', '1741', '1745', '1780', '1744', '1702', '1703', '1704', '1740', '1742', '1706', '1779', '1707', '1814']
['1742', '1702', '1745', '1703', '1703', '1743', '1744', '1779', '1704', '1741', '1814', '1744', '1706', '1705', '1740', '1780', '1707', '1704', '1705', '1779']
['1707', '1704', '1744', '1740', '1705', '1779', '1743', '1779', '1703', '1706', '1744', '1814', '1702', '1704', '1705', '1741', '1703', '1742', '1745', '1780']
['1703', '1780', '1744', '1706', '1744', '1779', '1707', '1745', '1740', '1705', '1705', '1702', '1742', '1814', '1704', '1704', '1779', '1743', '1741', '1703']
['1742', '1744', '1705', '1814', '1741', '1745', '1743', '1779', '1702', '1703', '1707', '1740', '1779', '1703', '1706', '1780', '1704', '1705', '1744', '1704']
['1779', '1703', '1743', '1779', '1745', '1741', '1744', '1704', '1742', '1706', '1707', '1705', '1814', '1780', '1702', '1744', '1703', '1705', '1704', '1740']
['1743', '1742', '1704', '1705', '1744', '1741', '1744', '1703', '1706', '1707', '1779', '1705', '1779', '1704', '1702', '1740', '1745', '1703', '1814', '1780']
['1814', '1745', '1704', '1703', '1706', '1742', '1705', '1779', '1744', '1703', '1743', '1704', '1707', '1741', '1744', '1740', '1702', '1779', '1780', '1705']
['1780', '1740', '1744', '1744', '1705', '1705', '1779', '1814', '1702', '1706', '1743', '1779', '1703', '1704', '1703', '1707', '1741', '1742', '1745', '1704']
['1949', '1950', '1949', '1914', '1913', '1914', '1913', '1912', '1877', '1878', '1843', '1842', '1807', '1772', '1771', '1772', '1773', '1738', '1737', '1738']
['1738', '1737', '1913', '1772', '1807', '1914', '1771', '1878', '1914', '1842', '1843', '1773', '1738', '1913', '1949', '1772', '1912', '1950', '1877', '1949']
['1949', '1912', '1773', '1737', '1877', '1914', '1772', '1878', '1913', '1914', '1843', '1771', '1842', '1913', '1950', '1738', '1772', '1949', '1807', '1738']
['1913', '1842', '1771', '1950', '1807', '1772', '1773', '1737', '1914', '1949', '1912', '1913', '1843', '1949', '1877', '1878', '1738', '1772', '1914', '1738']
['1842', '1807', '1949', '1877', '1912', '1878', '1772', '1771', '1914', '1914', '1737', '1738', '1773', '1950', '1843', '1913', '1913', '1949', '1738', '1772']
['1912', '1773', '1738', '1771', '1914', '1807', '1949', '1738', '1737', '1913', '1949', '1772', '1877', '1842', '1843', '1878', '1950', '1913', '1772', '1914']
['1877', '1913', '1771', '1772', '1772', '1773', '1738', '1914', '1842', '1912', '1878', '1914', '1807', '1950', '1949', '1738', '1843', '1913', '1949', '1737']
['1913', '1738', '1771', '1878', '1914', '1950', '1737', '1877', '1949', '1843', '1912', '1772', '1738', '1842', '1949', '1913', '1772', '1914', '1773', '1807']
['1807', '1843', '1878', '1914', '1912', '1949', '1772', '1772', '1949', '1914', '1842', '1773', '1877', '1738', '1737', '1771', '1738', '1913', '1950', '1913']
['1913', '1950', '1914', '1738', '1772', '1912', '1913', '1949', '1843', '1914', '1771', '1738', '1807', '1772', '1949', '1737', '1878', '1877', '1773', '1842']
['1984', '1985', '1950', '1985', '1950', '1951', '1952', '1953', '1988', '1987', '1988', '1987', '1988', '1953', '1988', '1953', '1918', '1883', '1848', '1883']
['1883', '1951', '1950', '1848', '1984', '1918', '1988', '1988', '1953', '1952', '1987', '1883', '1953', '1987', '1950', '1985', '1988', '1988', '1985', '1953']
['1985', '1953', '1883', '1984', '1918', '1951', '1987', '1988', '1950', '1987', '1883', '1953', '1988', '1988', '1985', '1848', '1988', '1950', '1952', '1953']
['1883', '1987', '1988', '1950', '1988', '1988', '1985', '1952', '1918', '1984', '1883', '1987', '1985', '1951', '1953', '1848', '1988', '1953', '1953', '1950']
['1987', '1953', '1952', '1988', '1950', '1953', '1987', '1950', '1988', '1951', '1918', '1953', '1984', '1883', '1848', '1883', '1985', '1988', '1988', '1985']
['1883', '1918', '1987', '1988', '1953', '1988', '1952', '1883', '1951', '1988', '1984', '1988', '1953', '1985', '1987', '1950', '1848', '1985', '1950', '1953']
['1988', '1953', '1848', '1953', '1988', '1953', '1883', '1985', '1952', '1988', '1988', '1987', '1951', '1950', '1918', '1984', '1950', '1987', '1985', '1883']
['1953', '1953', '1918', '1883', '1950', '1985', '1953', '1988', '1984', '1985', '1883', '1988', '1848', '1987', '1951', '1952', '1987', '1988', '1988', '1950']
['1988', '1848', '1988', '1918', '1985', '1988', '1953', '1950', '1950', '1987', '1984', '1987', '1988', '1883', '1985', '1883', '1952', '1953', '1951', '1953']
['1848', '1984', '1988', '1985', '1950', '1918', '1988', '1883', '1953', '1883', '1953', '1988', '1987', '1952', '1985', '1951', '1987', '1950', '1988', '1953']
['2078', '2079', '2080', '2045', '2010', '1975', '1940', '1941', '1976', '1977', '1976', '2011', '2012', '2047', '2012', '2011', '2046', '2047', '2082', '2081']
['1940', '2011', '2012', '1975', '2010', '2078', '1976', '2082', '2047', '1976', '2079', '2011', '2012', '2047', '2046', '1941', '2081', '2045', '2080', '1977']
['1941', '1976', '2012', '2078', '2079', '2081', '2082', '2012', '2047', '2045', '2010', '1940', '2011', '2046', '1977', '2011', '1976', '1975', '2080', '2047']
['2080', '1977', '2045', '2081', '2010', '1976', '2047', '1941', '1975', '2079', '2012', '1940', '2046', '2012', '2047', '1976', '2011', '2082', '2078', '2011']
['1976', '2079', '2047', '2011', '2012', '2012', '2047', '2082', '1976', '2011', '2078', '1941', '2080', '2010', '1975', '1977', '1940', '2081', '2046', '2045']
['2082', '2080', '1940', '2012', '2010', '2079', '2011', '2081', '1975', '1976', '1976', '2047', '1941', '1977', '2047', '2045', '2012', '2078', '2046', '2011']
['2047', '2080', '2045', '1941', '2046', '2012', '1976', '2082', '1976', '1975', '2079', '2010', '1977', '2012', '1940', '2047', '2011', '2081', '2011', '2078']
['2045', '1941', '2010', '2079', '1940', '2078', '2047', '2012', '1976', '1977', '2011', '1976', '2082', '2011', '1975', '2080', '2047', '2046', '2012', '2081']
['2012', '2047', '1975', '1940', '2045', '1976', '2079', '2081', '2011', '2046', '2080', '1976', '1941', '2082', '2078', '2047', '1977', '2011', '2010', '2012']
['1976', '2079', '2012', '1941', '2082', '2047', '1977', '1976', '2080', '2011', '2012', '2010', '2081', '2046', '2078', '2011', '2045', '1975', '1940', '2047']
['2119', '2154', '2155', '2120', '2155', '2120', '2121', '2120', '2085', '2084', '2085', '2120', '2085', '2084', '2085', '2050', '2085', '2086', '2051', '2016']
['2085', '2085', '2085', '2119', '2120', '2120', '2085', '2051', '2121', '2085', '2016', '2084', '2050', '2084', '2120', '2155', '2154', '2155', '2120', '2086']
['2121', '2120', '2085', '2084', '2155', '2016', '2120', '2120', '2119', '2154', '2084', '2051', '2085', '2085', '2155', '2050', '2086', '2120', '2085', '2085']
['2050', '2085', '2084', '2084', '2121', '2085', '2085', '2154', '2051', '2086', '2120', '2120', '2016', '2085', '2119', '2120', '2155', '2155', '2085', '2120']
['2084', '2120', '2120', '2085', '2121', '2154', '2085', '2155', '2051', '2085', '2084', '2050', '2120', '2086', '2155', '2120', '2085', '2016', '2119', '2085']
['2120', '2120', '2120', '2086', '2120', '2085', '2154', '2085', '2016', '2119', '2155', '2155', '2051', '2085', '2085', '2050', '2121', '2085', '2084', '2084']
['2085', '2120', '2119', '2154', '2086', '2051', '2085', '2120', '2120', '2085', '2050', '2016', '2155', '2084', '2085', '2155', '2120', '2121', '2085', '2084']
['2120', '2120', '2085', '2155', '2085', '2085', '2155', '2084', '2154', '2084', '2051', '2121', '2120', '2085', '2085', '2120', '2050', '2086', '2119', '2016']
['2154', '2155', '2155', '2084', '2050', '2051', '2085', '2084', '2085', '2085', '2120', '2086', '2121', '2085', '2119', '2120', '2085', '2016', '2120', '2120']
['2120', '2084', '2085', '2085', '2085', '2120', '2086', '2050', '2119', '2084', '2120', '2154', '2155', '2016', '2051', '2120', '2155', '2085', '2085', '2121']
['2147', '2146', '2145', '2146', '2145', '2144', '2109', '2110', '2109', '2110', '2111', '2146', '2147', '2146', '2181', '2146', '2145', '2110', '2111', '2110']
